8;10;8;0,450;3,400;17,000
8;10;8;0,508;3,424;17,021
8;10;8;0,458;3,404;17,043
8;10;8;0,475;3,359;17,021
8;10;8;0,418;3,386;17,051
8;10;8;0,465;3,434;16,979
8;10;8;0,455;3,399;16,953
8;10;8;0,416;3,408;17,019
8;10;8;0,408;3,442;16,999
8;10;8;0,467;3,443;17,019
8;10;8;0,463;3,426;17,015
8;10;8;0,426;3,342;16,960
8;10;9;0,700;4,010;18,000
8;10;9;0,736;3,970;17,955
8;10;9;0,683;4,053;17,992
8;10;9;0,667;4,012;18,005
8;10;9;0,721;4,030;17,971
8;10;9;0,732;3,982;18,003
8;10;9;0,694;4,000;18,035
8;10;9;0,660;4,014;18,036
8;10;9;0,729;4,000;17,987
8;10;9;0,670;3,997;17,990
8;10;9;0,688;3,980;18,021
8;10;9;0,651;4,041;17,964
8;10;10;1,050;4,780;19,000
8;10;10;1,098;4,761;19,026
8;10;10;1,041;4,796;19,043
8;10;10;1,035;4,812;19,038
8;10;10;1,033;4,786;18,972
8;10;10;1,032;4,814;19,009
8;10;10;1,098;4,783;18,988
8;10;10;1,077;4,806;18,975
8;10;10;1,086;4,826;19,048
8;10;10;1,062;4,801;19,018
8;10;10;1,031;4,807;18,966
8;10;10;1,086;4,750;18,990
8;10;11;1,680;5,790;21,000
8;10;11;1,683;5,752;20,951
8;10;11;1,692;5,834;21,004
8;10;11;1,714;5,759;20,951
8;10;11;1,689;5,758;21,041
8;10;11;1,659;5,817;20,971
8;10;11;1,644;5,760;21,038
8;10;11;1,664;5,809;20,951
8;10;11;1,653;5,829;20,988
8;10;11;1,709;5,816;21,044
8;10;11;1,646;5,826;21,002
8;10;11;1,658;5,793;21,042
8;10;12;1,710;5,830;25,000
8;10;12;1,711;5,830;25,037
8;10;12;1,718;5,828;24,967
8;10;12;1,667;5,792;25,007
8;10;12;1,752;5,867;25,036
8;10;12;1,707;5,806;24,991
8;10;12;1,701;5,878;25,028
8;10;12;1,755;5,843;24,962
8;10;12;1,757;5,852;24,988
8;10;12;1,710;5,848;25,001
8;10;12;1,681;5,805;25,019
8;10;12;1,674;5,819;25,049
8;10;13;1,730;5,900;27,000
8;10;13;1,704;5,854;26,966
8;10;13;1,727;5,944;26,999
8;10;13;1,752;5,929;27,020
8;10;13;1,691;5,924;27,018
8;10;13;1,727;5,860;27,029
8;10;13;1,705;5,868;27,019
8;10;13;1,754;5,858;26,975
8;10;13;1,742;5,887;27,003
8;10;13;1,729;5,861;27,005
8;10;13;1,718;5,856;27,036
8;10;13;1,716;5,916;27,034
8;10;14;1,720;5,850;32,000
8;10;14;1,676;5,811;31,994
8;10;14;1,737;5,833;32,033
8;10;14;1,675;5,808;32,033
8;10;14;1,720;5,866;32,043
8;10;14;1,760;5,855;31,978
8;10;14;1,711;5,835;31,998
8;10;14;1,674;5,853;31,993
8;10;14;1,694;5,848;31,988
8;10;14;1,705;5,862;31,983
8;10;14;1,685;5,805;31,974
8;10;14;1,744;5,855;31,968
8;10;15;1,690;5,800;29,000
8;10;15;1,653;5,845;29,025
8;10;15;1,646;5,753;28,965
8;10;15;1,694;5,788;28,973
8;10;15;1,719;5,838;29,015
8;10;15;1,710;5,764;29,020
8;10;15;1,642;5,779;28,978
8;10;15;1,677;5,817;28,961
8;10;15;1,650;5,826;28,982
8;10;15;1,683;5,769;29,031
8;10;15;1,725;5,843;28,990
8;10;15;1,710;5,815;29,040
8;10;16;1,070;4,790;26,000
8;10;16;1,049;4,793;26,036
8;10;16;1,116;4,764;25,989
8;10;16;1,064;4,816;26,025
8;10;16;1,035;4,770;26,018
8;10;16;1,040;4,810;25,978
8;10;16;1,045;4,745;25,977
8;10;16;1,047;4,786;26,019
8;10;16;1,044;4,788;25,967
8;10;16;1,045;4,787;26,016
8;10;16;1,056;4,814;25,977
8;10;16;1,107;4,768;25,974
8;10;17;0,720;3,980;23,000
8;10;17;0,761;3,937;22,972
8;10;17;0,680;4,013;22,984
8;10;17;0,701;3,952;22,989
8;10;17;0,722;3,932;22,987
8;10;17;0,757;3,940;22,979
8;10;17;0,676;3,946;23,035
8;10;17;0,751;3,964;22,957
8;10;17;0,700;3,956;23,025
8;10;17;0,763;3,957;23,016
8;10;17;0,681;4,000;22,957
8;10;17;0,705;4,027;23,014
8;10;18;0,470;3,410;20,000
8;10;18;0,503;3,378;20,049
8;10;18;0,426;3,439;19,961
8;10;18;0,463;3,415;20,013
8;10;18;0,508;3,387;20,012
8;10;18;0,432;3,448;19,952
8;10;18;0,475;3,443;20,049
8;10;18;0,494;3,429;20,046
8;10;18;0,452;3,443;19,970
8;10;18;0,453;3,440;19,960
8;10;18;0,457;3,368;20,008
8;10;18;0,462;3,404;19,973
